Effort;Pression 1;pression2;position
-95,25653292;34,60817171;1,70672099;2,42
-94,85973007;34,52722338;1,711597396;2,42
-95,02283034;34,59618149;1,716359062;2,42
-95,44860936;34,60019735;1,695419204;2,42
-95,44077499;34,70701931;1,716072215;2,42
-95,12789909;34,59537832;1,710851592;2,42
-95,5164545;34,63840542;1,699205589;2,42
-94,93705839;34,60943384;1,723243399;2,42
-95,16914659;34,54988432;1,700123501;2,42
-94,98931394;34,59715677;1,718252255;2,42
-95,09462709;34,49142483;1,692837578;2,42
-93,4258535;34,5950341;1,797536868;2,42
-94,95240701;34,48012304;1,697943461;2,42
-96,48260923;34,60886014;1,644360372;2,42
-95,07955039;34,60174633;1,714523239;2,42
-95,29077561;34,59922207;1,703278822;2,42
-93,49125126;34,59778783;1,794725763;2,42
-94,82852681;34,50582457;1,709130508;2,42
-97,61959533;34,60375426;1,585441922;2,42
-95,05921062;34,54695848;1,705172015;2,42
-96,9474844;34,60220528;1,619404651;2,42
-95,10926319;34,58189649;1,709245247;2,42
-95,12994374;34,6074259;1,713031632;2,42
-95,5740351;34,61878506;1,69255073;2,42
-95,14219097;34,60587693;1,712113721;2,42
-95,41029803;34,60260687;1,697828722;2,42
-95,24951778;34,5984189;1,705229384;2,42
-95,43712629;34,6134497;1,698517156;2,42
-95,47917582;34,59933681;1,69369812;2,42
-95,15384271;34,5984189;1,710105789;2,42
-95,40568552;34,61528552;1,700467718;2,42
-95,4312333;34,60702432;1,697599244;2,42
-94,94387044;34,60914699;1,722841813;2,42
-95,48360589;34,61293337;1,696050268;2,42
-94,9651809;34,60731117;1,721407576;2,42
-95,52725259;34,59319828;1,690083843;2,42
-93,59746625;34,61453972;1,792488354;2,42
-95,15535038;34,60427058;1,71113844;2,42
-95,79165587;34,60587693;1,679011534;2,42
-95,21116514;34,60323793;1,708097858;2,42
-95,33935838;34,61046649;1,702934605;2,42
-93,27187154;34,603869;1,8070602;2,42
-95,37702947;34,60788486;1,700525087;2,42
-97,50078544;34,60570482;1,591867303;2,42
-95,54930312;34,60759801;1,691690188;2,42
-97,13413598;34,60427058;1,610282905;2,42
-95,11510799;34,61614606;1,71544115;2,42
-95,09589381;34,59887785;1,713146371;2,42
-95,35763285;34,61689187;1,703221452;2,42
-95,02046557;34,61218757;1,719514383;2,42
-95,28610803;34,60886014;1,705344123;2,42
-95,39142118;34,61568711;1,70127089;2,42
-95,25452958;34,61247442;1,707638902;2,42
-95,2896156;34,59497673;1,702533019;2,42
-95,26032619;34,59950892;1,704885167;2,42
-95,26480445;34,62280092;1,709073139;2,42
-95,31322544;34,60283635;1,702819866;2,42
-94,93571594;34,6127039;1,723931833;2,42
-95,17550772;34,61029438;1,711253179;2,42
-94,98969947;34,59968103;1,71871121;2,42
-95,289681;34,60679484;1,704770428;2,42
-93,85624159;34,62721837;1,781702893;2,42
-95,41795685;34,60920436;1,698689264;2,42
-96,10684491;34,67638401;1,676315169;2,42
-95,5065445;34,61304811;1,694902879;2,42
-95,69600145;34,66095162;1,694329184;2,42
-93,11192086;34,60444269;1,815321405;2,42
-95,42251084;34,61557237;1,699664545;2,42
-97,47385047;34,67925249;1,607184953;2,42
-95,08989755;34,59847627;1,713375849;2,42
-97,77241728;34,72199274;1,600071138;2,42
-95,23629641;34,60363952;1,706893099;2,42
-95,71091293;34,69158692;1,699377698;2,42
-95,21085535;34,6025495;1,707983119;2,42
-95,25362773;34,6025495;1,705803079;2,42
-95,27152701;34,59646834;1,703737778;2,42
-94,77393402;34,5262481;1,715785367;2,42
