SPR400_DPL;SPR400_Effort;KistlerKBeam_8396A050CTTA00_5506138_X;KistlerKBeam_8396A050CTTA00_5506138_Y;KistlerKBeam_8396A050CTTA00_5506138_Z;Laser_Point_uEpsilon_OptNCDT_1401_1;Laser_Point_uEpsilon_OptNCDT_1401_2;Laser_Point_uEpsilon_OptNCDT_1401_3;DMMC_6300kN_ForgeAddicctt
0;1,090918941;-0,832289738;0,724754629;-0,168076137;60;260;260;1007,844688
0;-2,587228685;-0,814140399;0,752286107;-0,212348774;60;260;260;1006,030797
0;-5,510041719;-0,862941956;0,731138739;-0,166868701;60;260;260;1009,31984
0;-5,989514366;-0,843179342;0,749094051;-0,142719989;60;260;260;1007,964885
0;-5,109386483;-0,854472264;0,733133774;-0,177735621;60;260;260;1007,068867
0;1,971047286;-0,843985979;0,750291072;-0,201481854;60;260;260;1004,216906
0;-4,689026879;-0,84963244;0,740315899;-0,170088529;60;260;260;1014,105889
0;-4,183281716;-0,822206772;0,706799318;-0,186590149;60;260;260;1011,483396
0;-5,431224296;-0,828256552;0,712784421;-0,177333143;60;260;260;1005,506298
0;-5,59542726;-0,815350355;0,726350656;-0,193029805;60;260;260;1010,54367
0;-4,419734002;-0,808493938;0,732734767;-0,183772799;60;260;260;1007,921177
0;-6,212830389;-0,828256552;0,764256315;-0,193029805;60;260;260;1010,521816
0;2,982538154;-0,839146155;0,719567539;-0,194237241;60;260;260;1008,696998
0;0,223926904;-0,84075943;0,721163566;-0,156001781;60;260;260;1006,653639
0;0,828194074;-0,845599254;0,74789703;-0,150367081;60;260;260;1006,609931
0;-0,54454326;-0,829063189;0,727547677;-0,19182237;60;260;260;1006,839399
0;-1,286740894;-0,83188642;0,726350656;-0,137487768;60;260;260;1008,347332
0;-6,05519555;-0,824626684;0,740315899;-0,162843916;60;260;260;1006,271192
0;-6,199694152;-0,852455671;0,716375483;-0,167673658;60;260;260;1010,554597
0;-1,391830822;-0,848825803;0,70520329;-0,171698443;60;260;260;1005,550007
0;0,539196728;-0,788328005;0,726350656;-0,163648873;60;260;260;1010,532743
0;1,622936813;-0,816963629;0,724355622;-0,16727118;60;260;260;1010,226785
0;-5,247316975;-0,842372705;0,728744698;-0,187797584;60;260;260;1007,790052
0;-1,75307744;-0,823013409;0,735527815;-0,201481854;60;260;260;1008,533092
0;0,000610783;-0,845195935;0,728345691;-0,169283572;60;260;260;1009,254277
0;-4,045351214;-0,844389298;0,715178463;-0,143122467;60;260;260;1013,47212
0;-11,50016484;-0,810107212;0,724754629;-0,20268929;60;260;260;1008,675144
0;-5,247316975;-0,853665627;0,695627124;-0,130243154;60;260;260;1011,232074
0;0,131973206;-0,820190179;0,727547677;-0,158416652;60;260;260;1009,702287
0;0,250199389;-0,823820047;0,724355622;-0,193029805;60;260;260;1011,614521
0;-5,260453212;-0,860118725;0,747498023;-0,178540578;60;260;260;1009,101299
0;-1,641419395;-0,822610091;0,751089086;-0,193432284;60;260;260;1009,756922
0;-7,020708917;-0,80486407;0,720365552;-0,174918272;60;260;260;1011,778427
0;-0,065070428;-0,833096376;0,73752285;-0,159624088;60;260;260;1010,248639
0;-7,1980481;-0,81091385;0,753882134;-0,178943057;60;260;260;1008,707925
0;1,222281376;-0,828256552;0,735527815;-0,189809977;60;260;260;1008,270843
0;-0,728450642;-0,865361867;0,715178463;-0,151574517;60;260;260;1009,636724
0;0,624582307;-0,809703894;0,71677449;-0,185785192;60;260;260;1009,024809
0;-0,511702655;-0,847212528;0,718769525;-0,172100922;60;260;260;1013,133381
0;1,517846861;-0,844389298;0,731537746;-0,165661266;60;260;260;1008,019521
0;-5,36554311;-0,830273145;0,738719871;-0,201079376;60;260;260;1006,926815
0;1,662345545;-0,835919606;0,717572504;-0,199469462;60;260;260;1009,166861
0;-5,588859142;-0,856488857;0,764256315;-0,151574517;60;260;260;1008,019521
0;-0,143887881;-0,8076873;0,726350656;-0,153184431;60;260;260;1006,20563
0;0,296176238;-0,854875583;0,722759594;-0,148757167;60;260;260;1007,549657
0;1,918502308;-0,800024246;0,744305968;-0,160429045;60;260;260;1009,101299
0;0,985828993;-0,832693057;0,699218186;-0,172100922;60;260;260;1010,412545
0;-3,684104655;-0,853262308;0,703208255;-0,179345535;60;260;260;1009,713214
0;-2,258822689;-0,856892176;0,749094051;-0,186992627;60;260;260;1007,484095
0;1,734594888;-0,824626684;0,717173497;-0,224423129;60;260;260;1007,691709
0;-4,058487452;-0,844792616;0,7115874;-0,154794345;60;260;260;1008,150645
0;-1,069992917;-0,808897256;0,753483127;-0,183772799;60;260;260;1010,65294
0;1,806844231;-0,84963244;0,733532781;-0,189407499;60;260;260;1011,133731
0;3,442306761;-0,860522044;0,720365552;-0,147147253;60;260;260;1006,741055
0;-0,321227149;-0,821400135;0,698021166;-0,176930664;60;260;260;1009,571162
0;0,834762196;-0,825030002;0,723557608;-0,161234002;60;260;260;1007,921177
0;-4,669322523;-0,854068945;0,725552642;-0,158416652;60;260;260;1008,270843
0;-3,815467041;-0,838742837;0,731537746;-0,165661266;60;260;260;1007,16721
0;-1,785918041;-0,851245715;0,702809249;-0,145537339;60;260;260;1010,510889
0;0,401266179;-0,837532881;0,766650357;-0,147147253;60;260;260;1007,779125
0;-3,158655099;-0,791957873;0,760665252;-0,157209216;60;260;260;1008,904612
0;2,102409731;-0,832289738;0,709991373;-0,126620847;60;260;260;1009,538381
0;0,723104129;-0,822610091;0,763458301;-0,162843916;60;260;260;1012,80557
0;-2,429593808;-0,821803453;0,720365552;-0,1781381;60;260;260;1005,932453
0;3,921779757;-0,837936199;0,755079155;-0,153586909;60;260;260;1009,87712
0;-2,239118329;-0,812527124;0,740714906;-0,191419891;60;260;260;1010,631086
0;-5,930401301;-0,833499694;0,719966546;-0,184577756;60;260;260;1009,374475
0;-1,884439844;-0,827449914;0,747498023;-0,165258787;60;260;260;1011,166512
0;3,941484127;-0,790747917;0,731138739;-0,15881913;60;260;260;1011,778427
0;3,698463564;-0,838742837;0,704006269;-0,146744774;60;260;260;1008,860904
0;3,534260484;-0,82583664;0,741911926;-0,154794345;60;260;260;1010,095661
0;-2,580660565;-0,821400135;0,739916892;-0,200274419;60;260;260;1010,030098
0;1,071214575;-0,84358266;0,703208255;-0,171295965;60;260;260;1010,292348
0;-3,158655099;-0,821803453;0,756675183;-0,165661266;60;260;260;1009,166861
0;-2,416457568;-0,798007652;0,727946684;-0,171698443;60;260;260;1009,24335
0;-4,15700924;-0,837532881;0,737123843;-0,159221609;60;260;260;1010,685721
0;-3,053565186;-0,827853233;0,75707419;-0,166063744;60;260;260;1007,669855
0;-0,80069997;-0,866571823;0,714380449;-0,175723229;60;260;260;1009,145007
0;1,314235082;-0,839146155;0,743507954;-0,127023326;60;260;260;1007,189065
0;-0,248977818;-0,830676464;0,739916892;-0,155599302;60;260;260;1009,538381
0;-3,41481176;-0,817366948;0,725153635;-0,187797584;60;260;260;1008,839049
0;-4,360620931;-0,833499694;0,719168532;-0,138292725;60;260;260;1007,560584
0;-2,324503889;-0,832693057;0,763458301;-0,154794345;60;260;260;1011,789354
0;2,647563895;-0,839549474;0,723956615;-0,186590149;60;260;260;1006,369536
0;-2,015802247;-0,862941956;0,746301003;-0,142719989;60;260;260;1005,451663
0;-1,680828117;-0,829869826;0,740315899;-0,170491008;60;260;260;1009,61487
0;-4,879502326;-0,81091385;0,733133774;-0,176125707;60;260;260;1011,177439
0;1,662345545;-0,839146155;0,769443405;-0,168076137;60;260;260;1007,986739
0;-4,721867474;-0,838742837;0,722360587;-0,176528186;60;260;260;1008,074156
0;-0,826972453;-0,827449914;0,721163566;-0,160831523;60;260;260;1005,528152
0;-8,242378815;-0,84075943;0,719567539;-0,142719989;60;260;260;1009,31984
0;-1,306445256;-0,809703894;0,705602297;-0,166868701;60;260;260;1008,085083
