SPR400_DPL;SPR400_Effort;KistlerKBeam_8396A050CTTA00_5506138_X;KistlerKBeam_8396A050CTTA00_5506138_Y;KistlerKBeam_8396A050CTTA00_5506138_Z;Laser_Point_uEpsilon_OptNCDT_1401_1;Laser_Point_uEpsilon_OptNCDT_1401_2;Laser_Point_uEpsilon_OptNCDT_1401_3;DMMC_6300kN_ForgeAddicctt
0;4,092055307;-0,495921945;-1,094315552;-0,142719989;260;260;153,7178233;1,284903805
0;0,809478416;-0,495921945;-1,052419913;-0,144329903;260;260;153,3036551;-1,340621067
0;1,465993793;-0,523750938;-1,05680898;-0,137085289;260;260;153,4430781;2,92994221
0;-5,755675314;-0,541496963;-1,053616932;-0,125010933;260;260;153,910555;-0,806800658
0;-5,755675314;-0,515684563;-1,044838798;-0,149562124;260;260;153,6071051;4,150103146
0;4,420312997;-0,541496963;-1,049626871;-0,152781952;260;260;153,6604138;2,886365034
0;-4,770902259;-0,521331026;-1,07316823;-0,132255547;260;260;153,4512794;2,777422093
0;-3,457871516;-0,512458013;-1,068380157;-0,143122467;260;260;153,4553801;9,019852598
0;-4,442644573;-0,518507795;-1,077557297;-0,162843916;260;260;153,4840848;-0,458183247
0;2,12250917;-0,524557576;-1,050823889;-0,156001781;260;260;153,6030044;3,801485736
0;3,435539927;-0,524960894;-1,046035816;-0,139500161;260;260;153,4594808;-0,033305778
0;-3,457871516;-0,497938539;-1,036858676;-0,176528186;260;260;153,6317091;4,901809437
0;-2,473098458;-0,527784126;-1,069178169;-0,133060504;260;260;153,3446619;3,071568033
0;-0,503552335;-0,511248057;-1,031272591;-0,14513486;260;260;153,5168902;2,897259328
0;1,137736104;-0,515684563;-1,048828859;-0,148354688;260;260;153,5086889;2,134658743
0;-3,12961383;-0,529397401;-1,060799041;-0,174515793;260;260;153,9761658;-0,371028895
0;0,809478416;-0,53907705;-1,044439792;-0,15076956;260;260;153,4266754;3,540022678
0;2,450766859;-0,550773293;-1,049227865;-0,114144012;260;260;153,582501;4,716606438
0;-4,442644573;-0,528590763;-1,085537419;-0,149964603;260;260;153,4430781;3,431079737
0;0,809478416;-0,53262395;-1,079951333;-0,11172914;260;260;153,5086889;0,903603512
0;-5,427417629;-0,524557576;-1,066784133;-0,117766319;260;260;153,4143733;2,298073154
0;-5,755675314;-0,501568407;-1,087133443;-0,184175278;260;260;153,3610646;2,123764448
0;-4,442644573;-0,502778364;-1,09351754;-0,176125707;260;260;153,6276084;0,424254573
0;-5,427417629;-0,485838976;-1,052419913;-0,149964603;260;260;153,3610646;2,3961218
0;0,15296304;-0,531817313;-1,05680898;-0,136280332;260;260;153,2995544;4,705712144
0;0,809478416;-0,525364213;-1,079153321;-0,141915032;260;260;153,5127895;1,208643746
0;1,465993793;-0,522540982;-1,070375187;-0,149562124;260;260;153,557897;1,949455743
0;1,465993793;-0,508021507;-1,068380157;-0,143122467;260;260;153,6686152;4,542297733
0;-8,053479103;-0,497938539;-1,083941394;-0,16445383;260;260;153,4225747;4,40067191
0;-8,053479103;-0,507618189;-1,049227865;-0,157611695;260;260;153,5332929;2,788316387
0;-3,12961383;-0,513264651;-1,058405005;-0,142719989;260;260;153,4676821;0,751083395
0;-0,503552335;-0,518104476;-1,063592084;-0,141915032;260;260;153,6399105;3,964900147
0;4,748570687;-0,523750938;-1,07516326;-0,12018119;260;260;153,4799841;3,975794441
0;0,481220728;-0,506408232;-1,062395066;-0,136280332;260;260;153,6276084;2,886365034
0;-1,488325397;-0,518104476;-1,049227865;-0,173308358;260;260;153,3856686;2,886365034
0;0,809478416;-0,49430867;-1,063592084;-0,1781381;260;260;153,5332929;5,424735553
0;-2,801356144;-0,514877926;-1,06598612;-0,129035718;260;260;153,4635814;6,187336138
0;1,465993793;-0,491485439;-0,99456403;-0,159221609;260;260;153,594803;5,076118143
