SPR400_DPL;SPR400_Effort;KistlerKBeam_8396A050CTTA00_5506138_X;KistlerKBeam_8396A050CTTA00_5506138_Y;KistlerKBeam_8396A050CTTA00_5506138_Z;Laser_Point_uEpsilon_OptNCDT_1401_1;Laser_Point_uEpsilon_OptNCDT_1401_2;Laser_Point_uEpsilon_OptNCDT_1401_3;DMMC_6300kN_ForgeAddicctt
0;-5,194772026;-0,831079782;0,698420173;-0,19705459;60;260;260;1013,439339
0;0,079428237;-0,84358266;0,74789703;-0,16163648;60;260;260;1013,876421
0;-1,096265399;-0,850842396;0,740315899;-0,189407499;60;260;260;1011,461542
0;0,013747025;-0,848019166;0,763059294;-0,112936576;60;260;260;1013,384703
0;-6,57407689;-0,812123806;0,734330795;-0,14795221;60;260;260;1012,06253
0;-7,053549506;-0,807283982;0,722360587;-0,16727118;60;260;260;1010,969825
0;-7,257161161;-0,822610091;0,727547677;-0,176125707;60;260;260;1009,210569
0;-4,071623691;-0,837129562;0,754680148;-0,184175278;60;260;260;1012,72908
0;-1,864735483;-0,826239958;0,70520329;-0,132255547;60;260;260;1017,32937
0;-2,96817963;-0,78671473;0,769842412;-0,133865461;60;260;260;1013,646953
0;2,397975238;-0,848825803;0,706400311;-0,187797584;60;260;260;1015,154886
0;-0,669337555;-0,793571147;0,730340725;-0,146744774;60;260;260;1016,6956
0;-1,10283352;-0,814947036;0,714779456;-0,201884333;60;260;260;1014,127743
0;-1,063424796;-0,833096376;0,723557608;-0,158416652;60;260;260;1017,842941
0;-2,771136039;-0,799620927;0,703208255;-0,187797584;60;260;260;1014,870783
0;-2,508411246;-0,825433321;0,731537746;-0,178540578;60;260;260;1013,646953
0;-2,567524325;-0,860925362;0,744704975;-0,163648873;60;260;260;1013,47212
0;0,329016844;-0,815753673;0,74670001;-0,171295965;60;260;260;1015,755874
0;-5,037137177;-0,85850545;0,704405276;-0,187395106;60;260;260;1016,95785
0;-4,071623691;-0,797604334;0,735527815;-0,138695203;60;260;260;1019,842592
0;-4,347484693;-0,821803453;0,694031097;-0,180552971;60;260;260;1019,744248
0;-7,84829176;-0,825030002;0,737921857;-0,143122467;60;260;260;1020,541923
0;2,187795321;-0,84075943;0,725153635;-0,197859547;60;260;260;1019,252531
0;-10,19310962;-0,835112969;0,741512919;-0,15881913;60;260;260;1024,180632
0;-1,700532478;-0,805267388;0,730739732;-0,182565364;60;260;260;1023,896528
0;0,35528933;-0,826239958;0,725552642;-0,166063744;60;260;260;1023,546863
0;2,063000997;-0,831483101;0,70520329;-0,141110075;60;260;260;1023,219051
0;-1,956689166;-0,829466508;0,748695044;-0,166466223;60;260;260;1023,514081
0;0,000610783;-0,824626684;0,735527815;-0,147147253;60;260;260;1019,634978
0;-8,623329627;-0,812123806;0,731138739;-0,184175278;60;260;260;1021,842242
0;-3,480492954;-0,825030002;0,715976476;-0,14513486;60;260;260;1022,62899
0;-4,74157183;-0,880687976;0,756675183;-0,166063744;60;260;260;1019,875373
0;-1,319581497;-0,815350355;0,715178463;-0,178943057;60;260;260;1019,798883
0;-5,647972208;-0,861732;0,763059294;-0,178540578;60;260;260;1016,815798
0;-3,91398883;-0,809703894;0,716375483;-0,160026566;60;260;260;1018,498564
0;1,491574373;-0,837532881;0,727946684;-0,149964603;60;260;260;1017,91943
0;-4,032214976;-0,819383541;0,731537746;-0,159221609;60;260;260;1019,03399
0;0,374993694;-0,848825803;0,711986407;-0,162441437;60;260;260;1017,580692
0;-1,936984805;-0,83470965;0,71039038;-0,163648873;60;260;260;1020,760464
0;-3,808898922;-0,820593497;0,717971511;-0,157209216;60;260;260;1018,094263
0;-2,928770912;-0,828256552;0,738719871;-0,183370321;60;260;260;1016,225737
0;-2,777704159;-0,854875583;0,739916892;-0,188200063;60;260;260;1013,810859
0;2,04329663;-0,862538637;0,723158601;-0,177735621;60;260;260;1015,198594
0;-2,817112877;-0,839952793;0,728744698;-0,151574517;60;260;260;1011,461542
0;-5,234180738;-0,822206772;0,745901996;-0,188200063;60;260;260;1012,379415
0;0,145109449;-0,814947036;0,698021166;-0,159624088;60;260;260;1012,084384
0;-2,363912608;-0,84963244;0,745103982;-0,170088529;60;260;260;1013,799931
0;-6,685734897;-0,818576904;0,692435069;-0,186992627;60;260;260;1014,105889
0;4,361844033;-0,858102132;0,714380449;-0,150367081;60;260;260;1012,630737
0;-0,308090907;-0,826643277;0,727547677;-0,159221609;60;260;260;1012,521466
0;3,994029115;-0,848825803;0,707996338;-0,173710836;60;260;260;1014,116816
0;-4,925479158;-0,826239958;0,744704975;-0,143927424;60;260;260;1012,783716
0;-3,539606029;-0,809703894;0,701612228;-0,170893486;60;260;260;1019,547561
0;-4,268667264;-0,848422484;0,753084121;-0,149159646;60;260;260;1018,148898
0;-1,982961646;-0,81373708;0,73752285;-0,170893486;60;260;260;1016,564476
0;-2,810544757;-0,827046596;0,734729802;-0,16163648;60;260;260;1017,06712
0;-6,120876733;-0,817770267;0,760266246;-0,134670418;60;260;260;1013,024111
0;0,388129936;-0,817770267;0,720365552;-0,160831523;60;260;260;1016,367789
0;-2,587228685;-0,873831559;0,708794352;-0,174113315;60;260;260;1015,504552
0;1,98418353;-0,827853233;0,727946684;-0,177333143;60;260;260;1022,191908
0;-2,363912608;-0,846002572;0,700415207;-0,138695203;60;260;260;1021,448868
