SPR400_DPL;SPR400_Effort;KistlerKBeam_8396A050CTTA00_5506138_X;KistlerKBeam_8396A050CTTA00_5506138_Y;KistlerKBeam_8396A050CTTA00_5506138_Z;Laser_Point_uEpsilon_OptNCDT_1401_1;Laser_Point_uEpsilon_OptNCDT_1401_2;Laser_Point_uEpsilon_OptNCDT_1401_3;DMMC_6300kN_ForgeAddicctt
0;-10,67954057;-0,54553015;-1,06598612;-0,127425804;260;260;131,9227357;1,894984273
0;-5,427417629;-0,496325264;-1,077557297;-0,138695203;260;260;131,6520911;2,722950623
0;-4,442644573;-0,514071288;-1,08234537;-0,156806738;260;260;131,7710107;1,382952451
0;-2,473098458;-0,51689452;-1,11905393;-0,151172038;260;260;132,0539573;1,851407097
0;1,137736104;-0,516491201;-1,062395066;-0,15881913;260;260;131,7628093;0,413360279
0;-3,786129202;-0,537463775;-1,117058899;-0,166868701;260;260;131,8694269;1,69888698
0;-1,16006771;-0,496728582;-1,083941394;-0,139902639;260;260;131,8612255;-0,218508778
0;-8,70999447;-0,498745176;-1,074764254;-0,133865461;260;260;132,0006485;1,208643746
0;-3,12961383;-0,496325264;-1,108679771;-0,141110075;260;260;131,6356884;3,46376262
0;-6,083932999;-0,489872164;-1,093916546;-0,162441437;260;260;131,8940309;1,982138625
0;-10,35128288;-0,502375045;-1,103492692;-0,175723229;260;260;131,7833127;-0,076882955
0;-7,396963736;-0,481805789;-1,083542388;-0,128230761;260;260;131,754608;4,553192027
0;-3,457871516;-0,492695395;-1,083143382;-0,156001781;260;260;131,8448228;3,975794441
0;3,435539927;-0,477772601;-1,072370218;-0,15881913;260;260;131,8038161;3,638071325
0;-3,12961383;-0,501165089;-1,058804011;-0,153586909;260;260;131,8940309;2,864576446
0;0,15296304;-0,504794957;-1,048429853;-0,176930664;260;260;131,8366215;7,527334309
0;-9,038252153;-0,492695395;-1,060001029;-0,162038959;260;260;131,6930979;5,326686906
0;-5,427417629;-0,515684563;-1,066385126;-0,178943057;260;260;131,8079168;3,452868326
0;-4,442644573;-0,495518626;-1,046434822;-0,162038959;260;260;131,7177019;5,381158377
0;-4,442644573;-0,480999151;-1,025686505;-0,160026566;260;260;131,9268363;5,413841259
0;-8,381736787;-0,482209107;-1,050823889;-0,152781952;260;260;131,7710107;5,969450257
0;-5,755675314;-0,545126831;-1,073966242;-0,158014173;260;260;132,3040984;1,894984273
0;-8,381736787;-0,51366797;-1,060799041;-0,160429045;260;260;131,9801451;1,666204097
0;-3,12961383;-0,476159326;-1,066385126;-0,145939817;260;260;131,8899303;1,982138625
0;3,435539927;-0,487048932;-1,08234537;-0,151172038;260;260;131,8612255;0,293523044
0;-5,099159944;-0,494711989;-1,052818919;-0,150367081;260;260;131,8817289;1,960350037
0;-0,175294648;-0,510038101;-1,02728253;-0,12018119;260;260;131,8735276;6,089287492
0;-5,427417629;-0,501568407;-1,064390096;-0,147147253;260;260;131,8366215;5,81693014
