SPR400_DPL;SPR400_Effort;KistlerKBeam_8396A050CTTA00_5506138_X;KistlerKBeam_8396A050CTTA00_5506138_Y;KistlerKBeam_8396A050CTTA00_5506138_Z;Laser_Point_uEpsilon_OptNCDT_1401_1;Laser_Point_uEpsilon_OptNCDT_1401_2;Laser_Point_uEpsilon_OptNCDT_1401_3;DMMC_6300kN_ForgeAddicctt
0;-7,001004563;-0,831079782;0,756675183;-0,146744774;60;260;260;1009,756922
0;1,563823715;-0,793167829;0,703607262;-0,174515793;60;260;260;1011,778427
0;-4,689026879;-0,843985979;0,753882134;-0,160831523;60;260;260;1014,433701
0;-5,385247466;-0,81978686;0,730340725;-0,187395106;60;260;260;1012,652591
0;-3,066701425;-0,841162749;0,729143705;-0,156404259;60;260;260;1010,456253
0;-2,350776368;-0,822610091;0,751089086;-0,179345535;60;260;260;1015,54826
0;-4,360620931;-0,830676464;0,732734767;-0,165661266;60;260;260;1013,450266
0;-5,214476382;-0,833903013;0,734729802;-0,134267939;60;260;260;1014,925418
0;-1,792486161;-0,812527124;0,712784421;-0,188602542;60;260;260;1015,264157
0;-4,452574597;-0,846405891;0,719168532;-0,15881913;60;260;260;1017,32937
0;2,332294014;-0,835919606;0,738719871;-0,163648873;60;260;260;1013,636026
0;-4,918911039;-0,831079782;0,711188394;-0,138292725;60;260;260;1017,187318
0;-4,202986073;-0,837936199;0,733133774;-0,167673658;60;260;260;1016,640965
0;-5,06997777;-0,837129562;0,706799318;-0,209128946;60;260;260;1017,657181
0;-8,56421657;-0,836726243;0,740315899;-0,177735621;60;260;260;1020,92437
0;-2,206277729;-0,814947036;0,741512919;-0,179748014;60;260;260;1014,892637
0;-1,621715034;-0,856892176;0,728744698;-0,16163648;60;260;260;1020,07206
0;-3,427947999;-0,830273145;0,757473197;-0,187797584;60;260;260;1020,410798
0;0,145109449;-0,828256552;0,733133774;-0,188200063;60;260;260;1019,536634
0;-0,610224468;-0,827853233;0,745502989;-0,15076956;60;260;260;1023,634279
0;0,059723873;-0,846002572;0,754680148;-0,179748014;60;260;260;1024,136923
0;-4,511687668;-0,854472264;0,724754629;-0,149562124;60;260;260;1025,032942
0;-3,992806261;-0,847615847;0,770640426;-0,133865461;60;260;260;1023,994872
0;-8,472262926;-0,814947036;0,734330795;-0,164051351;60;260;260;1021,427014
0;-4,807253019;-0,836726243;0,720764559;-0,161234002;60;260;260;1022,683625
