Effort;Pression 1;pression2;position
-95,43963563;32,52543032;1,302495676;-0,38
-95,32566888;32,51688227;1,306683648;-0,38
-95,41911686;32,5311099;1,304618347;-0,38
-95,57026937;32,53724843;1,298078227;-0,38
-95,00566424;32,54281327;1,327910353;-0,38
-95,46022324;32,52824143;1,301979351;-0,38
-93,01148526;32,52778247;1,426700588;-0,38
-95,4674277;32,5425838;1,3043315;-0,38
-96,10992909;32,539199;1,270942466;-0,38
-95,47191973;32,53380627;1,302438307;-0,38
-98,2145707;32,5358142;1,163030485;-0,38
-95,53080146;32,550845;1,302667785;-0,38
-95,71549789;32,54814863;1,292742866;-0,38
-95,81710726;32,5521645;1,288325416;-0,38
-95,4148589;32,51998022;1,302725154;-0,38
-95,88971981;32,54051849;1,282416361;-0,38
-95,42787718;32,52347976;1,302725154;-0,38
-95,77834156;32,61859835;1,302897263;-0,38
-95,7548109;32,51544803;1,284539031;-0,38
-95,69810117;32,51866073;1,288038569;-0,38
-95,50820363;32,52147183;1,298250335;-0,38
-95,52987552;32,52669245;1,298135596;-0,38
-95,53449147;32,56696582;1,305536259;-0,38
-95,76849352;32,51458749;1,283678489;-0,38
-95,59546948;32,62117998;1,312707443;-0,38
-95,53747238;32,5181444;1,296127665;-0,38
-95,89674183;32,61865572;1,296873468;-0,38
-95,33079771;32,5303641;1,308978427;-0,38
-95,70050725;32,55652458;1,295095014;-0,38
-95,04539719;32,51688227;1,320968647;-0,38
-95,18101519;32,40053698;1,291997063;-0,38
-93,02204239;32,52789721;1,426184262;-0,38
-95,65181434;32,52043918;1,290734934;-0,38
-95,6679168;32,54413277;1,294406581;-0,38
-95,6470194;32,54063323;1,294808167;-0,38
-98,0230691;32,45710328;1,157867232;-0,38
-95,44852675;32,52267659;1,301520395;-0,38
-95,2113579;32,39084154;1,288612264;-0,38
-95,51230669;32,51349747;1,296529251;-0,38
-94,94531615;32,42371425;1,308404732;-0,38
-96,04388076;32,52749562;1,272089855;-0,38
-95,12412647;32,48297691;1,310527403;-0,38
-95,46744491;32,50718683;1,297619271;-0,38
-95,30583854;32,51366958;1,307085234;-0,38
-95,71068918;32,56289259;1,295783448;-0,38
-95,70294431;32,56444157;1,296471882;-0,38
-95,58033082;32,50999793;1,292398649;-0,38
-95,71516745;32,56742478;1,296414512;-0,38
-95,79503952;32,55440191;1,289874392;-0,38
-95,56963601;32,5679411;1,303929913;-0,38
-95,8010702;32,55904883;1,290448087;-0,38
-96,06402089;32,56891638;1,278916823;-0,38
-95,70034203;32,56616265;1,296930837;-0,38
-95,85152551;32,57987395;1,291824954;-0,38
-95,44137393;32,57098169;1,311043728;-0,38
-95,81953055;32,5733912;1,292226541;-0,38
-93,2803255;32,56616265;1,420275207;-0,38
-95,55233911;32,51699701;1,295152384;-0,38
-95,4320904;32,50282675;1,298594552;-0,38
-95,68332395;32,50833422;1,28683381;-0,38
-98,3298145;32,51051426;1,152359763;-0,38
-95,47064268;32,5113748;1,298250335;-0,38
-95,71892974;32,49490976;1,28247373;-0,38
-95,79092957;32,51275167;1,282186883;-0,38
-95,61852857;32,50483468;1,289472806;-0,38
-96,50513133;32,51653805;1,24650307;-0,38
-95,36431066;32,51395643;1,304159391;-0,38
-95,49674121;32,49599978;1,294004994;-0,38
-95,68563364;32,52680719;1,290218609;-0,38
-95,5174011;32,50397414;1,29446395;-0,38
-95,4988547;32,49777824;1,294234472;-0,38
-95,28255916;32,50529364;1,306683648;-0,38
-95,54757515;32,5072442;1,293546038;-0,38
-95,45461251;32,5303641;1,302667785;-0,38
-95,11626456;32,5038594;1,314887483;-0,38
-95,59994086;32,51980811;1,293259191;-0,38
-95,42976005;32,52307817;1,302553046;-0,38
-95,36166363;32,54017428;1,309265274;-0,38
-95,81377869;32,5243403;1,283219533;-0,38
-95,48965722;32,53403574;1,301577765;-0,38
-95,66583085;32,5344947;1,292685496;-0,38
-93,58803471;32,64464409;1,419472034;-0,38
-95,61887967;32,52187342;1,292685496;-0,38
-94,58885551;32,51579225;1,344031176;-0,38
-95,63045224;32,53466681;1,29452132;-0,38
-98,35714876;32,51998022;1,152761349;-0,38
-95,91916412;32,59260998;1,290792304;-0,38
-95,72554214;32,51877546;1,286661702;-0,38
-96,15652228;32,6352355;1,286776441;-0,38
-95,6408648;32,52445504;1,292054432;-0,38
-96,97442281;32,61182875;1,240651383;-0,38
-95,44172847;32,52841354;1,302954632;-0,38
-95,74414706;32,54344434;1,290390717;-0,38
-95,84372211;32,56294996;1,28901385;-0,38
-95,14415645;32,42451742;1,298422444;-0,38
-95,75729615;32,53306046;1,287751722;-0,38
-95,34050462;32,52692193;1,307831038;-0,38
-95,29794565;32,5269793;1,310011078;-0,38
-95,71383533;32,52319291;1,288095938;-0,38
-94,7220812;32,42331266;1,319706519;-0,38
-95,36959095;32,51235008;1,303585696;-0,38
-95,03864366;32,40432336;1,29997142;-0,38
-95,10143914;32,52135709;1,318960715;-0,38
-95,14451788;32,45033368;1,303298849;-0,38
-95,26145867;32,52927408;1,312305856;-0,38
-95,5515302;32,51103059;1,294062364;-0,38
-93,45206561;32,53759265;1,406104947;-0,38
-95,77938454;32,52961829;1,285973268;-0,38
-94,42705982;32,51768544;1,352636597;-0,38
-95,65630292;32,5337489;1,293029713;-0,38
-97,97395624;32,50804737;1,170029561;-0,38
-95,36174969;32,53202781;1,307716299;-0,38
-95,90981863;32,52806932;1,279031562;-0,38
-95,37012104;32,52520085;1,305995214;-0,38
-95,44345988;32,5243403;1,30209409;-0,38
-96,73527127;32,52061129;1,2355455;-0,38
-95,60503182;32,53237203;1,295381862;-0,38
-95,3546657;32,51378432;1,304618347;-0,38
-95,25279817;32,51544803;1,310125816;-0,38
-95,61102464;32,51734123;1,292226541;-0,38
-95,62170913;32,50689998;1,289702284;-0,38
-95,46245377;32,52944619;1,30209409;-0,38
-95,45400324;32,51900494;1,300545114;-0,38
-95,73573784;32,51183376;1,284825878;-0,38
-95,19020234;32,50558049;1,311445314;-0,38
-95,62832154;32,51200587;1,290333348;-0,38
-95,33900384;32,5331752;1,309093166;-0,38
-94,98624697;32,53426522;1,327279289;-0,38
-95,67747914;32,5303641;1,291308629;-0,38
-95,22984579;32,52864301;1,313797463;-0,38
-95,64522258;32,55164817;1,296988207;-0,38
-93,77537817;32,5406906;1,390213602;-0,38
-95,63874442;32,54809127;1,29664399;-0,38
-93,78839645;32,52543032;1,386656695;-0,38
-95,40759593;32,52468452;1,303987283;-0,38
-98,10447294;32,539199;1,169283758;-0,38
-95,41354055;32,51871809;1,302553046;-0,38
-96,04641076;32,53937111;1,274212526;-0,38
-95,62188468;32,52479926;1,293087083;-0,38
-95,49142306;32,53420785;1,301520395;-0,38
-97,28945695;32,53191307;1,20944239;-0,38
-95,53639154;32,54992709;1,302208829;-0,38
-95,74205767;32,5371337;1,289300697;-0,38
-95,75730991;32,55727038;1,29234128;-0,38
-95,55484157;32,51797229;1,295209753;-0,38
-95,68178185;32,62955592;1,309896339;-0,38
-95,68724458;32,52663508;1,29010387;-0,38
-95,34729602;32,52783984;1,307658929;-0,38
-95,66453659;32,5474602;1,295209753;-0,38
-95,27080071;32,52210289;1,310470033;-0,38
-95,7661081;32,60683761;1,301290917;-0,38
-95,36669264;32,51883283;1,304962564;-0,38
-95,51877453;32,62083576;1,316551198;-0,38
-95,56956372;32,52525821;1,295840817;-0,38
-95,4355601;32,58182452;1,313395876;-0,38
-95,52035792;32,53472418;1,300143528;-0,38
-93,54562719;32,47953474;1,390328341;-0,38
-95,42899245;32,51470223;1,30100407;-0,38
-93,1055735;32,4296233;1,403293842;-0,38
-95,59765526;32,51556277;1,292570757;-0,38
-97,36375271;32,5064984;1,200836968;-0,38
-95,19454291;32,47437149;1,305306781;-0,38
-96,02760275;32,52342239;1,272147225;-0,38
-95,24858151;32,40810975;1,289989131;-0,38
-95,18185508;32,50787526;1,312305856;-0,38
-97,21759824;32,41516619;1,190969419;-0,38
-95,37587979;32,51131743;1,303069371;-0,38
-95,32008224;32,4581933;1,295840817;-0,38
-95,41973301;32,51705438;1,301921982;-0,38
-95,32662236;32,51441538;1,306167323;-0,38
-95,74141054;32,50609681;1,283449011;-0,38
-95,34829081;32,50420362;1,303126741;-0,38
-95,57214535;32,50598207;1,292054432;-0,38
-95,47508997;32,50833422;1,297447163;-0,38
-95,04887379;32,51418591;1,320280213;-0,38
-95,66107377;32,51808703;1,289817023;-0,38
-95,58233072;32,52778247;1,295668709;-0,38
-95,051569;32,51642332;1,320567061;-0,38
-95,39322832;32,51235008;1,302380937;-0,38
-95,19602304;32,50684261;1,311387945;-0,38
-95,4214541;32,52296344;1,302954632;-0,38
-94,15801306;32,51011267;1,364913664;-0,38
-95,60924848;32,50839159;1,290620195;-0,38
-93,06035717;32,50340045;1,419586773;-0,38
-95,46339004;32,50609681;1,297619271;-0,38
-97,24153852;32,49754876;1,205369157;-0,38
-95,35500648;32,50328571;1,302610415;-0,38
-96,009077;32,47850209;1,264574454;-0,38
-95,47903469;32,48458326;1,292742866;-0,38
-95,44235839;32,48228848;1,294177103;-0,38
-97,64695024;32,49215603;1,183683496;-0,38
-95,50450674;32,49324605;1,293087083;-0,38
-95,73674296;32,49697506;1,281957405;-0,38
-95,70275154;32,48814017;1,282014774;-0,38
-95,33330361;32,49049231;1,301290917;-0,38
-95,46312499;32,48091161;1,292857605;-0,38
-95,46047796;32,48836964;1,294406581;-0,38
-95,48598443;32,48251796;1,291997063;-0,38
-95,50614865;32,48188689;1,290849673;-0,38
-95,51260272;32,48997599;1,292054432;-0,38
-95,51054086;32,47580573;1,289472806;-0,38
-95,75319308;32,48475537;1,278802084;-0,38
-95,14763304;32,44058087;1,301290917;-0,38
-95,40201273;32,42514848;1,285399573;-0,38
-95,05626068;32,38969415;1,296299773;-0,38
-95,43083056;32,35119923;1,269909815;-0,38
-93,9816329;32,29658349;1,333417823;-0,38
-95,19726222;32,30323835;1,272720919;-0,38
-92,25578472;32,17455862;1,398245329;-0,38
-95,12030911;32,1960148;1,25631325;-0,38
-95,93627858;32,03199548;1,183626126;-0,38
-93,79425846;31,94272858;1,27587624;-0,37
-94,53665503;31,89327609;1,228661163;-0,37
-93,14232553;31,72088082;1,267041341;-0,36
-93,10685743;31,67624737;1,260386483;-0,35
-94,85063586;31,40580767;1,120232857;-0,34
-91,81662254;31,33788221;1,261992828;-0,33
-91,29305151;31,05401805;1,234857067;-0,33
-90,58456719;30,88867923;1,239618733;-0,32
-89,32597273;30,63688461;1,256026402;-0,31
-88,44045424;30,38371312;1,253157929;-0,3
-88,04700062;30,25434496;1,24868311;-0,29
-87,13761414;29,98023361;1,243060901;-0,28
-86,85156306;29,86400305;1,23560287;-0,27
-85,7821364;29,63945893;1,24753572;-0,26
-85,2279817;29,39185228;1,228833272;-0,25
-84,9083385;29,27476119;1,222924216;-0,24
-83,54634473;29,00455096;1,241110339;-0,23
-83,96754911;29,02216339;1,222981585;-0,23
-82,88002697;28,82452555;1,240938231;-0,22
-83,07895333;28,83594208;1,232963874;-0,22
-81,8516585;28,68121661;1,266180799;-0,21
-82,76356465;28,60198936;1,204680723;-0,21
-79,5528304;28,46235206;1,341851136;-0,2
-81,74136798;28,30814292;1,201066446;-0,19
-81,92502832;28,1251343;1,15700669;-0,18
-80,24745655;27,93529871;1,206516546;-0,17
-81,12858627;27,77850793;1,131878861;-0,16
-79,72009913;27,63468266;1,176397573;-0,16
-79,42742532;27,54208833;1,173758577;-0,16
-81,97497074;27,51615733;1,038997682;-0,15
-79,29415144;27,53107339;1,178462874;-0,15
-79,6123627;27,53158972;1,162342051;-0,15
-79,36778631;27,52545118;1,173643838;-0,15
-79,23502876;27,48431727;1,172611187;-0,15
-79,32063549;27,44318336;1,160448859;-0,15
-79,09831615;27,40187734;1,163948397;-0,14
-79,35148076;27,34163939;1,13962374;-0,14
-78,83898663;27,2683212;1,151843438;-0,14
-78,68480502;27,20750956;1,148171791;-0,14
-78,80132242;27,17044888;1,13520629;-0,13
-78,69551704;27,17044888;1,140599021;-0,13
-78,76522096;27,17526792;1,137960025;-0,13
-78,99251766;27,2076243;1,132509925;-0,13
-79,16356246;27,23212106;1,128436692;-0,13
-79,41666854;27,26596905;1,121953942;-0,13
-78,7147209;27,29149847;1,162571529;-0,13
-79,77866419;27,3200111;1,113750107;-0,13
-77,30838512;27,33796774;1,243060901;-0,13
-79,93613307;27,33601718;1,108758963;-0,13
-80,60171076;27,34972849;1,07743523;-0,13
-79,99251234;27,33332082;1,105374164;-0,13
-81,46216681;27,3295918;1,029761197;-0,13
-80,23101675;27,33722194;1,093957638;-0,13
-80,5625974;27,33951672;1,077492599;-0,13
-83,34387982;27,38610073;0,944567528;-0,13
-81,02293579;27,47869506;1,080418443;-0,13
-82,10000751;27,6293473;1,054085854;-0,13
-82,00129989;27,78435962;1,088507538;-0,14
-82,60699417;27,942642;1,087646996;-0,15
-83,37602968;28,08704097;1,075828885;-0,16
-84,07850741;28,28072031;1,076746796;-0,17
-84,72257843;28,41089165;1,068600331;-0,17
-85,91175813;28,65976043;1,055175874;-0,18
-85,67254464;28,68471615;1,072099869;-0,19
-86,26098333;28,82716455;1,069116656;-0,19
-87,06051645;28,99973193;1,06108493;-0,2
-87,07464655;29,07282064;1,074222539;-0,2
-87,73322287;29,23230778;1,07089511;-0,21
-87,57435647;29,21653117;1,076000993;-0,21
-88,52000964;29,40114614;1,062806014;-0,22
-88,1006537;29,37888678;1,079959487;-0,22
-88,99564847;29,51387715;1,05993754;-0,22
-86,69812496;29,53470227;1,18098713;-0,23
-89,70066653;29,57813097;1,036186578;-0,23
-89,63351326;29,67778174;1,058503303;-0,24
-89,7252264;29,6618904;1,050815794;-0,24
-91,80237885;29,85505342;0,981570839;-0,24
-90,63774181;29,91293922;1,051905814;-0,25
-90,98035805;29,95935112;1,043243023;-0,25
-94,2585347;30,05751029;0,894770825;-0,25
-90,95715095;29,99365807;1,050930533;-0,25
-92,43460193;30,12606681;1,000732243;-0,26
-91,01970892;30,02136752;1,052995834;-0,26
-91,60297059;30,15939848;1,049438927;-0,26
-91,6644787;30,07638485;1,03056437;-0,26
-91,7309986;30,15750528;1,04255459;-0,26
-91,64431448;30,11453555;1,038825574;-0,26
-91,84662448;30,13805703;1,032973888;-0,26
-91,73844057;30,1298532;1,036932381;-0,26
-91,75698698;30,11728928;1,033604952;-0,26
-91,69662167;30,12738631;1,038596096;-0,26
-91,62600902;30,08177758;1,033547582;-0,26
-91,73731154;30,11442081;1,034063908;-0,26
-91,46538368;30,09669364;1,044562521;-0,26
-92,00399354;30,10048003;1,017828346;-0,26
-91,29776728;30,0973247;1,053225312;-0,26
-91,71478599;30,09021089;1,030621739;-0,26
-89,35727236;30,09611995;1,151900807;-0,26
-92,00702265;30,08011386;1,013812483;-0,26
-91,1665174;30,0808023;1,056782219;-0,26
-91,89298705;30,08183495;1,019951017;-0,26
-93,40362398;30,08246601;0,943075922;-0,26
-91,54278428;30,09026826;1,039399269;-0,26
-92,09131791;30,08734242;1,01088664;-0,26
-94,70794765;30,10237322;0,880371087;-0,26
-91,98551942;30,13696701;1,025687964;-0,26
-93,18233385;30,17184765;0,971301703;-0,26
-91,94378657;30,18263311;1,036473425;-0,26
